source,target,weight,Class,source-title,target-title,source-publisher, target-publisher,source-time,target-time,from-pub-uri,to-pub-uri,source-url, target-url
English156,English923,0.261,Information-Not-Propagated,Auckland Fundraising Event for 'Antarctica: The First Dance',New Lyceum Lecture Series to present 'Climate Change: What Can We Do About It?' June 4,Scoop Independent News,Daily Herald,2017-10-31T21:04:00Z,2019-05-31T23:59:00Z,scoop.co.nz,dailyherald.com,http://www.scoop.co.nz/stories/CU1711/S00006/auckland-fundraising-event-for-antarctica-the-first-dance.htm,https://www.dailyherald.com/submitted/20190531/new-lyceum-lecture-series-to-present-climate-change-what-can-we-do-about-it-june-4
English157,English136,1,Information-Propagated,Pruitt guts EPA science panels- will appoint new members,Pruitt guts EPA science panels- will appoint new members,Associated Press,Houston Chronicle,2017-10-31T21:01:00Z,2017-10-31T21:27:00Z,hosted.ap.org,houstonchronicle.com,http://hosted.ap.org/dynamic/stories/A/APFN_US_EPA_PRUITT_SCIENCE?SITE=ORCOO&SECTION=HOME&TEMPLATE=DEFAULT,http://www.houstonchronicle.com/news/science/article/Pruitt-guts-EPA-science-panels-will-appoint-new-12321076.php
English158,English679,0.248,Information-Not-Propagated,'India may face deadly heat waves within decades',Large area of China could be virtually uninhabitable as deadly heatwaves become more intense- scientists warn,MSN International Edition,The Independent,2017-09-30T23:21:00Z,2018-07-31T18:17:00Z,msn.com,independent.co.uk,https://rss.msn.com/en-in/news/newsindia/india-may-face-deadly-heat-waves-within-decades-study/ar-AAplkP0?srcref=rss,https://www.independent.co.uk/environment/heatwave-china-climate-change-carbon-emissions-greenhouse-gas-tropics-mit-a8471751.html
English159,English104,0.268,Information-Not-Propagated,New artificial leaf creates fuel from sunlight- water,Can Japan burn flammable ice for energy? ,MSN International Edition,CNN International,2017-09-30T23:20:00Z,2017-10-31T23:18:00Z,msn.com,edition.cnn.com,https://rss.msn.com/en-in/news/science/new-artificial-leaf-creates-fuel-from-sunlight-water/ar-AArmWqN?srcref=rss,http://www.cnn.com/2017/10/31/asia/on-japan-flammable-ice/index.html
English16,English8,0.27,Information-Not-Propagated,California proposes an increase in electric trucks to 300-000 by 2035 - Electrek,Letters (April 29- 2020),Electrek.co,Micah Jakob,2020-04-29T05:49:00Z,2020-04-29T06:47:00Z,electrek.co,theava.com,https://electrek.co/2020/04/29/california-proposes-an-increase-in-electric-trucks-to-300000-by-2035/,https://www.theava.com/archives/124670
English160,English757,0.27,Information-Not-Propagated,Livestock release more methane into the atmosphere than previously estimated,EGEB: Permian Basin has 'highest emissions ever measured' - Electrek,gearsofbiz.com,Electrek.co,2017-09-30T23:18:00Z,2020-04-24T03:19:00Z,gearsofbiz.com,electrek.co,http://gearsofbiz.com/livestock-release-more-methane-into-the-atmosphere-than-previously-estimated/94714,https://electrek.co/2020/04/24/egeb-us-permian-basin-highest-emissions-ever-measured-oil-gas-china-solar/
English161,English16,0.302,Information-Not-Propagated,Planet-warming methane from livestock underestimated: study,California proposes an increase in electric trucks to 300-000 by 2035 - Electrek,Yahoo,Electrek.co,2017-09-30T23:06:00Z,2020-04-29T05:49:00Z,yahoo.com,electrek.co,https://www.yahoo.com/news/planet-warming-methane-livestock-underestimated-study-000609829.html,https://electrek.co/2020/04/29/california-proposes-an-increase-in-electric-trucks-to-300000-by-2035/
English162,English884,0.356,Information-Not-Propagated,Michael O'Leary: turbulent times for money-saving master of the skies | Observer profile,Editorial: Don't stall fuel standards,The Guardian,Times Union,2017-09-30T23:05:00Z,2019-07-31T22:54:00Z,theguardian.com,timesunion.com,http://www.theguardian.com/business/2017/sep/30/michael-oleary-ryanair-cancelled-flights-observer-profile,https://www.timesunion.com/opinion/article/Editorial-Don-t-stall-fuel-standards-14271335.php
English163,English599,0.424,Unsure,Six steps to make America more civil again,The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,Star Tribune,Stereogum,2017-09-30T23:00:00Z,2018-06-30T01:09:00Z,startribune.com,,http://www.startribune.com/six-steps-to-make-america-more-civil-again/448735193/,
English164,English18,0.968,Information-Propagated,World shocked by incredible discovery about Global Warming,Flooding in Iowa: Midwest river towns try new flood control remedies,gearsofbiz.com,The Des Moines Register,2017-09-30T22:00:00Z,2020-04-29T05:14:00Z,gearsofbiz.com,desmoinesregister.com,http://gearsofbiz.com/world-shocked-by-incredible-discovery-about-global-warming/94656,https://www.desmoinesregister.com/story/news/2020/04/29/flooding-iowa-mississippi-missouri-midwest-river-communities-try-new-remedies/3048240001/
English165,English334,0.225,Information-Not-Propagated,Ceylon tea could be a victim of global warming Rainwater harvesting is the way,FORESTS AND US,Ceylon Today,Daily Mirror,2017-09-30T21:57:00Z,2018-01-31T19:11:00Z,ceylontoday.lk,dailymirror.lk,http://www.ceylontoday.lk/print20170401CT20170630.php?id=31032,http://www.dailymirror.lk/article/FORESTS-AND-US-145009.html?fbrefresh=1517426063
English166,English165,0.208,Information-Not-Propagated,Water crisis worsening Dwindling forest cover the cause,Ceylon tea could be a victim of global warming Rainwater harvesting is the way,Ceylon Today,Ceylon Today,2017-09-30T21:57:00Z,2017-09-30T21:57:00Z,ceylontoday.lk,ceylontoday.lk,http://www.ceylontoday.lk/print20170401CT20170630.php?id=31130,http://www.ceylontoday.lk/print20170401CT20170630.php?id=31032
English167,English699,0.258,Information-Not-Propagated,BYERS: Extreme hurricanes highlight climate change concerns,How carbon leak may have led to human civilisation,The Asbury Park Press,Eastern Mirror,2017-09-30T21:51:00Z,2018-07-31T16:19:00Z,app.com,easternmirrornagaland.com,http://www.app.com/story/opinion/columnists/2017/09/30/michele-byers-climate-change-new-jersey/106127298/,http://www.easternmirrornagaland.com/how-carbon-leak-may-have-led-to-human-civilisation/
English168,English16,0.322,Information-Not-Propagated,Methane Emissions From Cows Worse Than Thought- + Some Solutions,California proposes an increase in electric trucks to 300-000 by 2035 - Electrek,CleanTechnica,Electrek.co,2017-09-30T21:35:00Z,2020-04-29T05:49:00Z,cleantechnica.com,electrek.co,https://cleantechnica.com/2017/09/30/methane-emissions-cows-worse-thought-solutions/,https://electrek.co/2020/04/29/california-proposes-an-increase-in-electric-trucks-to-300000-by-2035/
English169,English599,0.331,Information-Not-Propagated,"If You Work In Any Of These 8 Professions In Nigeria- You May Be About To ""Disappear""",The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,Nairaland,Stereogum,2017-09-30T20:06:00Z,2018-06-30T01:09:00Z,nairaland.com,,http://www.nairaland.com/4084974/8-professions-nigeria-may-disappear,
English17,English8,0.262,Information-Not-Propagated,Trek Bicycle President John Burke looks to create a better world- one bike rider at a time,Letters (April 29- 2020),Channel 3000,Micah Jakob,2020-04-29T05:22:00Z,2020-04-29T06:47:00Z,channel3000.com,theava.com,https://www.channel3000.com/trek-bicycle-president-john-burke-looks-to-create-a-better-world-one-bike-rider-at-a-time/,https://www.theava.com/archives/124670
English170,English599,0.364,Information-Not-Propagated,California mulls ban on gas- and diesel-powered cars,The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,MRCTV.org,Stereogum,2017-09-30T19:20:00Z,2018-06-30T01:09:00Z,legalinsurrection.com,,https://legalinsurrection.com/2017/09/california-mulls-ban-on-gas-and-diesel-powered-cars/,
English171,English16,1,Information-Propagated,Livestock release more methane into the atmosphere than previously estimated,California proposes an increase in electric trucks to 300-000 by 2035 - Electrek,www.deathrattlesports.com,Electrek.co,2017-09-30T17:44:00Z,2020-04-29T05:49:00Z,deathrattlesports.com,electrek.co,http://deathrattlesports.com/livestock-release-more-methane-into-the-atmosphere-than-previously-estimated/80262,https://electrek.co/2020/04/29/california-proposes-an-increase-in-electric-trucks-to-300000-by-2035/
English172,English171,0.403,Unsure,Scientists shocked by incredible discovery about Global Warming,Livestock release more methane into the atmosphere than previously estimated,www.deathrattlesports.com,www.deathrattlesports.com,2017-09-30T17:30:00Z,2017-09-30T17:44:00Z,deathrattlesports.com,deathrattlesports.com,http://deathrattlesports.com/scientists-shocked-by-incredible-discovery-about-global-warming/80199,http://deathrattlesports.com/livestock-release-more-methane-into-the-atmosphere-than-previously-estimated/80262
English173,English651,0.196,Information-Not-Propagated,'Extraction Of Fossil Fuels Must Stopped',Trump's Proposed $100 Billion Tax Cut Explains How God Is Killing Us,Modern Ghana Web,The Stranger,2017-09-30T17:14:00Z,2018-07-31T20:45:00Z,modernghana.com,thestranger.com,https://www.modernghana.com/news/806350/extraction-of-fossil-fuels-must-stopped.html,https://www.thestranger.com/slog/2018/07/31/30034751/trumps-100-billion-tax-cut-explains-why-god-is-killing-us
English174,English923,0.315,Information-Not-Propagated,Speaker reigns in House where he almost lost life,New Lyceum Lecture Series to present 'Climate Change: What Can We Do About It?' June 4,Daily Nation,Daily Herald,2017-09-30T17:11:00Z,2019-05-31T23:59:00Z,nation.co.ke,dailyherald.com,http://www.nation.co.ke/lifestyle/lifestyle/1214-4118844-nf4ot5/index.html,https://www.dailyherald.com/submitted/20190531/new-lyceum-lecture-series-to-present-climate-change-what-can-we-do-about-it-june-4
English175,English699,0.257,Information-Not-Propagated,Climate change could help Canada expand farmland - Taipei Times,How carbon leak may have led to human civilisation,Taipei Times,Eastern Mirror,2017-09-30T16:37:00Z,2018-07-31T16:19:00Z,taipeitimes.com,easternmirrornagaland.com,http://www.taipeitimes.com/News/biz/archives/2017/10/01/2003679469,http://www.easternmirrornagaland.com/how-carbon-leak-may-have-led-to-human-civilisation/
English176,English453,0.334,Information-Not-Propagated,Delingpole: Bill Nye's New 'Science Guy' Movie is More Climate Change Propaganda,When diseases cross borders,Breitbart,The Pig Site,2017-09-30T16:21:00Z,2018-03-31T00:18:00Z,breitbart.com,thepigsite.com,http://www.breitbart.com/big-hollywood/2017/09/29/delingpole-bill-nyes-new-science-guy-movie-is-more-climate-change-propaganda/,http://www.thepigsite.com/swinenews/44789/when-diseases-cross-borders/
English177,English699,0.302,Information-Not-Propagated,Irish failing 'spectacularly' in response to climate change,How carbon leak may have led to human civilisation,Irish Times Sport,Eastern Mirror,2017-09-30T15:48:00Z,2018-07-31T16:19:00Z,irishtimes.com,easternmirrornagaland.com,https://www.irishtimes.com/news/environment/irish-failing-spectacularly-in-response-to-climate-change-1.3239882,http://www.easternmirrornagaland.com/how-carbon-leak-may-have-led-to-human-civilisation/
English178,English529,0.332,Information-Not-Propagated,Dealing with personal and political failings,News of the Day From Around the World,Johnson City Press,San Francisco Gate,2017-09-30T15:30:00Z,2018-04-30T20:45:00Z,johnsoncitypress.com,sfgate.com,http://www.johnsoncitypress.com/Column/2017/09/27/Dealing-with-personal-and-political-failings.html,https://www.sfgate.com/world/article/News-of-the-Day-From-Around-the-World-12875649.php
English179,English172,1,Information-Propagated,Scientists shocked by incredible discovery about Global Warming,Scientists shocked by incredible discovery about Global Warming,babwnews.com,www.deathrattlesports.com,2017-09-30T15:12:00Z,2017-09-30T17:30:00Z,babwnews.com,deathrattlesports.com,http://www.babwnews.com/2017/09/scientists-shocked-by-incredible-discovery-about-global-warming/,http://deathrattlesports.com/scientists-shocked-by-incredible-discovery-about-global-warming/80199
English18,English16,0.325,Information-Not-Propagated,Flooding in Iowa: Midwest river towns try new flood control remedies,California proposes an increase in electric trucks to 300-000 by 2035 - Electrek,The Des Moines Register,Electrek.co,2020-04-29T05:14:00Z,2020-04-29T05:49:00Z,desmoinesregister.com,electrek.co,https://www.desmoinesregister.com/story/news/2020/04/29/flooding-iowa-mississippi-missouri-midwest-river-communities-try-new-remedies/3048240001/,https://electrek.co/2020/04/29/california-proposes-an-increase-in-electric-trucks-to-300000-by-2035/
English180,English370,0.956,Information-Propagated,Scientists Reveal Surprisingly Strong Link Between Livestock And Global Warming,Californians bash Trump for bid to end climate change plan,The Inquisitr,Yahoo,2017-09-30T14:58:00Z,2018-02-28T23:31:00Z,inquisitr.com,yahoo.com,https://www.inquisitr.com/4527547/scientists-reveal-surprisingly-strong-link-between-livestock-and-global-warming/,https://www.yahoo.com/news/california-leaders-protest-scrapping-clean-071652961.html
English181,English334,0.272,Information-Not-Propagated,Threatened With Extinction: World's 'Doomsday' Arks and What They Hold,FORESTS AND US,Sputnik,Daily Mirror,2017-09-30T14:01:00Z,2018-01-31T19:11:00Z,sputniknews.com,dailymirror.lk,https://sputniknews.com/society/201709301057835613-extinction-threat-global-arks-safekeeping/,http://www.dailymirror.lk/article/FORESTS-AND-US-145009.html?fbrefresh=1517426063
English182,English183,1,Information-Propagated,Trump administration swaps 'climate change' for 'resilience',Trump administration swaps 'climate change' for 'resilience',JET/FOX/YourErie,WTAJ-TV,2017-09-30T13:45:00Z,2017-09-30T13:45:00Z,yourerie.com,wearecentralpa.com,http://www.yourerie.com/news/politics/trump-administration-swaps-climate-change-for-resilience/821728388,http://www.wearecentralpa.com/news/politics/trump-administration-swaps-climate-change-for-resilience/821729022
English183,English182,1,Information-Propagated,Trump administration swaps 'climate change' for 'resilience',Trump administration swaps 'climate change' for 'resilience',WTAJ-TV,JET/FOX/YourErie,2017-09-30T13:45:00Z,2017-09-30T13:45:00Z,wearecentralpa.com,yourerie.com,http://www.wearecentralpa.com/news/politics/trump-administration-swaps-climate-change-for-resilience/821729022,http://www.yourerie.com/news/politics/trump-administration-swaps-climate-change-for-resilience/821728388
English184,English8,0.38,Information-Not-Propagated,Letters: Mental health care + homelessness + Trump's tweets + Puerto Rico + Farm-to-fork,Letters (April 29- 2020),The Sacramento Bee,Micah Jakob,2017-09-30T13:42:00Z,2020-04-29T06:47:00Z,sacbee.com,theava.com,http://www.sacbee.com/opinion/letters-to-the-editor/article176221491.html,https://www.theava.com/archives/124670
English185,English183,1,Information-Propagated,Trump administration swaps 'climate change' for 'resilience',Trump administration swaps 'climate change' for 'resilience',ABC4 Utah - Good4Utah,WTAJ-TV,2017-09-30T13:14:00Z,2017-09-30T13:45:00Z,good4utah.com,wearecentralpa.com,http://www.good4utah.com/news/politics/trump-administration-swaps-climate-change-for-resilience/821728970,http://www.wearecentralpa.com/news/politics/trump-administration-swaps-climate-change-for-resilience/821729022
